CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeBand,AgeBand_Num,CreditTier,CreditTier_Num,TenureSegment,TenureSegment_Num,HasBalance,BalanceTier,BalanceTier_Num,SalaryTier,SalaryTier_Num,BalanceToSalaryRatio,SalaryBalanceMismatch,IsPremiumCustomer,ProductDepthIndex,ProductBreadth,IsMultiProduct,IsFullSuiteUser,CrCardStickiness,EngagementTier,EngagementTier_Num,ActiveAndMultiProduct,InactiveAndSingleProduct,RelationshipStrengthIndex,RSI_Band,RSI_Band_Num,HighBalanceDisengaged,IsStickyCustomer,SilentChurnRisk,ActiveRetained,InactiveChurned,RetentionRiskScore,RiskBand,RiskBand_Num,GeoChurnRate,GeoRiskIndex,AgeActivityScore,BalanceActivityScore,ProductTenureScore,CreditActiveScore,WealthEngagementGap,Geography_France,Geography_Germany,Geography_Spain,Gender_Male
528,France,Male,31,6,102016.72,2,0,0,80181.12,0,26-35 (Millennial),1,Poor,1,Established (3-6yr),2,1,High (100-150k),3,Lower-Mid,1,1.272328,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,4.95,Moderate,2,0,0,0,0,0,44.0,Low Risk,1,0.161548,16.1548,0,0.0,3.8918202981106265,0,0,1,0,0,1
497,Spain,Male,24,3,0.0,2,1,0,76390.01,0,18-25 (Gen-Z),0,Very Poor,0,Early (1-3yr),1,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,4.6,Moderate,2,0,0,0,0,0,51.5,Moderate Risk,2,0.166734,16.6734,0,0.0,2.772588722239781,0,0,0,0,1,1
476,France,Female,34,10,0.0,2,1,0,26260.98,0,26-35 (Millennial),1,Very Poor,0,Veteran (9-10yr),4,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,6.0,Moderate,2,0,0,0,0,0,44.0,Low Risk,1,0.161548,16.1548,0,0.0,4.795790545596741,0,0,1,0,0,0
549,France,Female,25,5,0.0,2,0,0,190857.79,0,18-25 (Gen-Z),0,Poor,1,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,4.0,Weak,1,0,0,0,0,0,50.5,Moderate Risk,2,0.161548,16.1548,0,0.0,3.58351893845611,0,1,1,0,0,0
635,Spain,Female,35,7,0.0,2,1,1,65951.65,0,26-35 (Millennial),1,Fair,2,Loyal (6-9yr),3,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.4,Very Strong,4,0,1,0,1,0,9.5,Very Low Risk,0,0.166734,16.6734,35,0.0,4.1588830833596715,635,0,0,0,1,0
616,Germany,Male,45,3,143129.41,2,0,1,64327.26,0,36-45 (Gen-X),2,Fair,2,Early (1-3yr),1,1,High (100-150k),3,Lower-Mid,1,2.22502,0,1,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,7.35,Strong,3,0,0,0,1,0,15.5,Very Low Risk,0,0.324432,32.4432,45,143.1294,2.772588722239781,616,0,0,1,0,1
653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1,56-65 (Pre-Retirement),4,Fair,2,New (<1yr),0,1,High (100-150k),3,Low,0,26.012449,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,2.95,Weak,1,1,0,1,0,1,77.5,Very High Risk,4,0.324432,32.4432,0,0.0,0.6931471805599453,0,0,0,1,0,1
549,Spain,Female,24,9,0.0,2,1,1,14406.41,0,18-25 (Gen-Z),0,Poor,1,Loyal (6-9yr),3,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.8,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.166734,16.6734,24,0.0,4.605170185988092,549,0,0,0,1,0
587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,36-45 (Gen-X),2,Fair,2,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,2.2,Weak,1,0,0,0,0,0,74.0,High Risk,3,0.166734,16.6734,0,0.0,1.9459101490553132,0,1,0,0,1,1
726,France,Female,24,6,0.0,2,1,1,54724.03,0,18-25 (Gen-Z),0,Good,3,Established (3-6yr),2,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.2,Very Strong,4,0,1,0,1,0,11.0,Very Low Risk,0,0.161548,16.1548,24,0.0,3.8918202981106265,726,0,1,0,0,0
732,France,Male,41,8,0.0,2,1,1,170886.17,0,36-45 (Gen-X),2,Good,3,Loyal (6-9yr),3,0,Zero Balance,0,High,3,0.0,1,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.6,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.161548,16.1548,41,0.0,4.394449154672439,732,0,1,0,0,1
636,Spain,Female,32,8,0.0,2,1,0,138555.46,0,26-35 (Millennial),1,Fair,2,Loyal (6-9yr),3,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.6,Moderate,2,0,0,0,0,0,44.0,Low Risk,1,0.166734,16.6734,0,0.0,4.394449154672439,0,0,0,0,1,0
510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,36-45 (Gen-X),2,Poor,1,Established (3-6yr),2,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,2.8,Weak,1,0,0,0,0,1,75.0,High Risk,3,0.166734,16.6734,0,0.0,1.6094379124341003,0,0,0,0,1,0
669,France,Male,46,3,0.0,2,0,1,8487.75,0,46-55 (Mid-Career),3,Fair,2,Early (1-3yr),1,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,6.6,Strong,3,0,0,0,1,0,17.5,Very Low Risk,0,0.161548,16.1548,46,0.0,2.772588722239781,669,0,1,0,0,1
846,France,Female,38,5,0.0,1,1,1,187616.16,0,36-45 (Gen-X),2,Exceptional,5,Established (3-6yr),2,0,Zero Balance,0,High,3,0.0,1,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.0,Moderate,2,0,0,0,1,0,37.5,Low Risk,1,0.161548,16.1548,38,0.0,1.791759469228055,846,0,1,0,0,0
577,France,Male,25,3,0.0,2,0,1,124508.29,0,18-25 (Gen-Z),0,Poor,1,Early (1-3yr),1,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,6.6,Strong,3,0,0,0,1,0,17.5,Very Low Risk,0,0.161548,16.1548,25,0.0,2.772588722239781,577,0,1,0,0,1
756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0,36-45 (Gen-X),2,Very Good,4,Early (1-3yr),1,1,High (100-150k),3,High,3,0.804599,0,1,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.15,Strong,3,0,0,0,1,0,40.0,Low Risk,1,0.324432,32.4432,36,136.8156,1.0986122886681098,756,0,0,1,0,1
571,France,Male,44,9,0.0,2,0,0,38433.35,0,36-45 (Gen-X),2,Poor,1,Loyal (6-9yr),3,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,4.8,Moderate,2,0,0,0,0,0,46.0,Moderate Risk,2,0.161548,16.1548,0,0.0,4.605170185988092,0,0,1,0,0,1
574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0,36-45 (Gen-X),2,Poor,1,Early (1-3yr),1,1,High (100-150k),3,Lower-Mid,1,1.41085,0,1,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.35,Strong,3,0,0,0,1,0,38.5,Low Risk,1,0.324432,32.4432,43,141.3494,1.3862943611198906,574,0,0,1,0,0
411,France,Male,29,0,59697.17,2,1,1,53483.21,0,26-35 (Millennial),1,Very Poor,0,New (<1yr),0,1,Mid (50-100k),2,Lower-Mid,1,1.116185,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,7.5,Strong,3,0,0,0,1,0,15.0,Very Low Risk,0,0.161548,16.1548,29,59.6972,0.0,411,0,1,0,0,1
591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,36-45 (Gen-X),2,Fair,2,Early (1-3yr),1,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.666667,Multi-Product,1,1,1,Inactive-Disengaged,2,0,0,2.1,Weak,1,0,0,0,0,1,100.0,Very High Risk,4,0.166734,16.6734,0,0.0,4.1588830833596715,0,0,0,0,1,0
533,France,Male,36,7,85311.7,1,0,1,156731.91,0,36-45 (Gen-X),2,Poor,1,Loyal (6-9yr),3,1,Mid (50-100k),2,High,3,0.544316,0,0,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.9,Moderate,2,0,0,0,1,0,31.5,Low Risk,1,0.161548,16.1548,36,85.3117,2.0794415416798357,533,0,1,0,0,1
553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,36-45 (Gen-X),2,Poor,1,Loyal (6-9yr),3,1,High (100-150k),3,Lower-Mid,1,1.344495,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,5.55,Moderate,2,0,0,0,0,0,49.0,Moderate Risk,2,0.324432,32.4432,0,0.0,4.605170185988092,0,0,0,1,0,1
520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,36-45 (Gen-X),2,Poor,1,Established (3-6yr),2,0,Zero Balance,0,Low,0,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.2,Very Strong,4,0,1,0,1,0,11.0,Very Low Risk,0,0.166734,16.6734,42,0.0,3.8918202981106265,520,0,0,0,1,0
722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.8,Very Strong,4,0,1,0,1,0,8.0,Very Low Risk,0,0.166734,16.6734,29,0.0,4.605170185988092,722,0,0,0,1,0
475,France,Female,45,0,134264.04,1,1,0,27822.99,1,36-45 (Gen-X),2,Very Poor,0,New (<1yr),0,1,High (100-150k),3,Low,0,4.825651,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,2.75,Weak,1,1,0,1,0,1,71.0,High Risk,3,0.161548,16.1548,0,0.0,0.0,0,0,1,0,0,0
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,26-35 (Millennial),1,Very Poor,0,Early (1-3yr),1,1,High (100-150k),3,Upper-Mid,2,1.273467,0,1,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.35,Moderate,2,0,0,0,1,0,32.5,Low Risk,1,0.166734,16.6734,31,145.2602,1.3862943611198906,490,0,0,0,1,1
804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,26-35 (Millennial),1,Exceptional,5,Loyal (6-9yr),3,1,Mid (50-100k),2,Lower-Mid,1,0.777511,0,0,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.9,Moderate,2,0,0,0,1,0,31.5,Low Risk,1,0.166734,16.6734,33,76.5486,2.0794415416798357,804,0,0,0,1,1
850,France,Male,36,7,0.0,1,1,1,40812.9,0,36-45 (Gen-X),2,Exceptional,5,Loyal (6-9yr),3,0,Zero Balance,0,Low,0,0.0,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.4,Strong,3,0,0,0,1,0,34.5,Low Risk,1,0.161548,16.1548,36,0.0,2.0794415416798357,850,0,1,0,0,1
582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,36-45 (Gen-X),2,Fair,2,Established (3-6yr),2,1,Mid (50-100k),2,High,3,0.395057,0,0,0.333333,Dual-Product,1,0,0,Active-Engaged,0,1,0,7.7,Strong,3,0,0,0,1,0,16.0,Very Low Risk,0,0.324432,32.4432,41,70.3495,3.8918202981106265,582,0,0,1,0,1
472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,36-45 (Gen-X),2,Very Poor,0,Established (3-6yr),2,0,Zero Balance,0,Lower-Mid,1,0.0,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,2.8,Weak,1,0,0,0,0,0,75.0,High Risk,3,0.166734,16.6734,0,0.0,1.6094379124341003,0,0,0,0,1,1
465,France,Female,51,8,122522.32,1,0,0,181297.65,1,46-55 (Mid-Career),3,Very Poor,0,Loyal (6-9yr),3,1,High (100-150k),3,High,3,0.675808,0,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,3.35,Weak,1,0,0,0,0,1,66.0,High Risk,3,0.161548,16.1548,0,0.0,2.1972245773362196,0,1,1,0,0,0
556,France,Female,61,2,117419.35,1,1,1,94153.83,0,56-65 (Pre-Retirement),4,Poor,1,Early (1-3yr),1,1,High (100-150k),3,Lower-Mid,1,1.247101,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.15,Strong,3,0,0,0,1,0,37.0,Low Risk,1,0.161548,16.1548,61,117.4194,1.0986122886681098,556,0,1,0,0,0
834,France,Female,49,2,131394.56,1,0,0,194365.76,1,46-55 (Mid-Career),3,Exceptional,5,Early (1-3yr),1,1,High (100-150k),3,High,3,0.676017,0,1,0.0,Single-Product,0,0,0,Inactive-High-Balance,3,0,1,2.15,Weak,1,1,0,1,0,1,70.0,High Risk,3,0.161548,16.1548,0,0.0,1.0986122886681098,0,1,1,0,0,0
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,56-65 (Pre-Retirement),4,Fair,2,Established (3-6yr),2,1,Premium (150k+),4,High,3,0.984797,0,1,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,7.0,Strong,3,0,0,0,1,0,27.5,Low Risk,1,0.166734,16.6734,61,155.9311,1.791759469228055,660,0,0,0,1,0
776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,26-35 (Millennial),1,Very Good,4,Established (3-6yr),2,1,High (100-150k),3,Upper-Mid,2,0.86487,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,8.55,Very Strong,4,0,0,0,1,0,17.0,Very Low Risk,0,0.324432,32.4432,32,109.4211,3.2188758248682006,776,0,0,1,0,0
829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,26-35 (Millennial),1,Exceptional,5,Loyal (6-9yr),3,1,High (100-150k),3,Upper-Mid,2,0.93599,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,7.55,Strong,3,0,0,0,0,0,36.0,Low Risk,1,0.324432,32.4432,27,112.0457,2.302585092994046,829,0,0,1,0,0
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,36-45 (Gen-X),2,Fair,2,Loyal (6-9yr),3,1,High (100-150k),3,Upper-Mid,2,1.171914,0,1,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,7.55,Strong,3,0,0,0,0,0,31.0,Low Risk,1,0.324432,32.4432,39,137.8438,2.302585092994046,637,0,0,1,0,0
550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,36-45 (Gen-X),2,Poor,1,Early (1-3yr),1,1,High (100-150k),3,Lower-Mid,1,1.137693,0,0,0.0,Single-Product,0,0,0,Active-Low-Product,1,0,0,5.15,Moderate,2,0,0,0,1,0,47.0,Moderate Risk,2,0.324432,32.4432,38,103.3914,1.0986122886681098,550,0,0,1,0,1
776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,36-45 (Gen-X),2,Very Good,4,Early (1-3yr),1,1,High (100-150k),3,High,3,0.53462,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,5.15,Moderate,2,0,0,0,0,0,56.0,Moderate Risk,2,0.324432,32.4432,0,0.0,2.1972245773362196,0,1,0,1,0,0
698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,36-45 (Gen-X),2,Good,3,Veteran (9-10yr),4,1,High (100-150k),3,High,3,0.587518,0,0,0.333333,Dual-Product,1,0,1,Inactive-Disengaged,2,0,0,6.75,Strong,3,0,0,0,0,0,47.0,Moderate Risk,2,0.324432,32.4432,0,0.0,4.795790545596741,0,1,0,1,0,1
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,36-45 (Gen-X),2,Fair,2,Established (3-6yr),2,1,High (100-150k),3,Lower-Mid,1,1.689924,0,1,0.333333,Dual-Product,1,0,0,Inactive-High-Balance,3,0,0,4.75,Moderate,2,1,0,0,0,0,48.5,Moderate Risk,2,0.324432,32.4432,0,0.0,3.58351893845611,0,0,0,1,0,1
788,France,Female,33,5,0.0,2,0,0,116978.19,0,26-35 (Millennial),1,Very Good,4,Established (3-6yr),2,0,Zero Balance,0,Upper-Mid,2,0.0,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,4.0,Weak,1,0,0,0,0,0,50.5,Moderate Risk,2,0.161548,16.1548,0,0.0,3.58351893845611,0,0,1,0,0,0
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,36-45 (Gen-X),2,Fair,2,Loyal (6-9yr),3,1,High (100-150k),3,High,3,0.765431,0,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,3.35,Weak,1,0,0,0,0,1,74.0,High Risk,3,0.324432,32.4432,0,0.0,2.1972245773362196,0,1,0,1,0,1
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,36-45 (Gen-X),2,Fair,2,New (<1yr),0,1,Mid (50-100k),2,Low,0,2.461485,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,2.7,Weak,1,0,0,0,0,1,82.5,Very High Risk,4,0.324432,32.4432,0,0.0,0.6931471805599453,0,0,0,1,0,1
619,France,Male,43,1,125211.92,1,1,1,113410.49,0,36-45 (Gen-X),2,Fair,2,New (<1yr),0,1,High (100-150k),3,Upper-Mid,2,1.104059,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,5.95,Moderate,2,0,0,0,1,0,38.5,Low Risk,1,0.161548,16.1548,43,125.2119,0.6931471805599453,619,0,1,0,0,1
656,France,Male,45,5,127864.4,1,1,0,87107.57,0,36-45 (Gen-X),2,Fair,2,Established (3-6yr),2,1,High (100-150k),3,Lower-Mid,1,1.467891,0,1,0.0,Single-Product,0,0,1,Inactive-High-Balance,3,0,1,3.75,Weak,1,1,0,1,0,0,63.5,High Risk,3,0.161548,16.1548,0,0.0,1.791759469228055,0,0,1,0,0,1
725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,18-25 (Gen-Z),0,Good,3,New (<1yr),0,1,Mid (50-100k),2,Low,0,1.663713,0,0,0.0,Single-Product,0,0,0,Inactive-Disengaged,2,0,1,1.5,Very Weak,0,0,0,0,0,0,86.0,Very High Risk,4,0.324432,32.4432,0,0.0,0.0,0,0,0,1,0,1
511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,66+ (Senior),5,Poor,1,Established (3-6yr),2,0,Zero Balance,0,Low,0,0.0,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,2.8,Weak,1,0,0,0,0,1,75.0,High Risk,3,0.166734,16.6734,0,0.0,1.6094379124341003,0,0,0,0,1,0
614,France,Male,51,4,40685.92,1,1,1,46775.28,0,46-55 (Mid-Career),3,Fair,2,Established (3-6yr),2,1,Low (1-50k),1,Low,0,0.869817,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.05,Strong,3,0,0,0,1,0,34.0,Low Risk,1,0.161548,16.1548,51,40.6859,1.6094379124341003,614,0,1,0,0,1
742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,26-35 (Millennial),1,Very Good,4,Established (3-6yr),2,1,High (100-150k),3,Lower-Mid,1,1.619426,0,1,0.0,Single-Product,0,0,0,Inactive-High-Balance,3,0,1,2.75,Weak,1,1,0,1,0,0,73.5,High Risk,3,0.324432,32.4432,0,0.0,1.791759469228055,0,0,0,1,0,1
687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,26-35 (Millennial),1,Good,3,Loyal (6-9yr),3,1,Premium (150k+),4,Upper-Mid,2,1.20423,0,1,0.333333,Dual-Product,1,0,0,Inactive-High-Balance,3,0,0,5.8,Moderate,2,1,0,0,0,0,44.0,Low Risk,1,0.324432,32.4432,0,0.0,4.605170185988092,0,0,0,1,0,0
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,26-35 (Millennial),1,Poor,1,New (<1yr),0,1,Mid (50-100k),2,High,3,0.313676,0,0,0.333333,Dual-Product,1,0,0,Inactive-Disengaged,2,0,0,3.7,Weak,1,0,0,0,0,0,51.5,Moderate Risk,2,0.166734,16.6734,0,0.0,1.3862943611198906,0,1,0,0,1,1
684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,56-65 (Pre-Retirement),4,Good,3,Loyal (6-9yr),3,1,Mid (50-100k),2,Lower-Mid,1,0.791836,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,7.1,Strong,3,0,0,0,1,0,28.0,Low Risk,1,0.166734,16.6734,56,78.7072,2.1972245773362196,684,0,0,0,1,1
603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,26-35 (Millennial),1,Fair,2,Established (3-6yr),2,1,High (100-150k),3,Lower-Mid,1,1.175846,0,0,0.0,Single-Product,0,0,1,Active-Low-Product,1,0,0,6.55,Strong,3,0,0,0,1,0,42.0,Low Risk,1,0.324432,32.4432,26,109.1664,1.6094379124341003,603,0,0,1,0,1
751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,36-45 (Gen-X),2,Very Good,4,Established (3-6yr),2,1,Premium (150k+),4,Low,0,6.118209,0,1,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,9.2,Very Strong,4,0,1,0,1,0,9.0,Very Low Risk,0,0.324432,32.4432,36,169.8315,3.8918202981106265,751,0,0,1,0,0
581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,26-35 (Millennial),1,Fair,2,New (<1yr),0,1,High (100-150k),3,Upper-Mid,2,0.920326,0,0,0.0,Single-Product,0,0,1,Inactive-Disengaged,2,0,1,2.95,Weak,1,0,0,0,0,0,82.5,Very High Risk,4,0.324432,32.4432,0,0.0,0.6931471805599453,0,0,0,1,0,0
735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,36-45 (Gen-X),2,Good,3,Veteran (9-10yr),4,1,High (100-150k),3,High,3,0.626318,0,0,0.333333,Dual-Product,1,0,1,Active-Engaged,0,1,0,9.75,Very Strong,4,0,1,0,1,0,11.0,Very Low Risk,0,0.324432,32.4432,43,123.18,4.795790545596741,735,0,0,1,0,1
